id,source,timestamp,multiplier,color,band,points,source_file,ingest_method,created_at
20553,aviator,2026-07-26T00:52:12.775+00:00,1.37,"rgb(52, 180, 255)",floor,113.625,momento_rounds_aviator_1785027132775.json,file,2026-07-26T00:52:15.692+00:00
20554,aviator,2026-07-26T00:52:18.121+00:00,1.4,blue,floor,114.563,chain:893f331ab831,live-feed,2026-07-26T00:52:18.121+00:00
20555,aviator,2026-07-26T00:52:22.899+00:00,2.18,purple,base,133.73,chain:2e105c1eb8ed,live-feed,2026-07-26T00:52:22.899+00:00
20556,aviator,2026-07-26T00:52:24.191+00:00,1.26,"rgb(52, 180, 255)",floor,110.003,momento_rounds_aviator_1785027144191.json,file,2026-07-26T00:52:24.593+00:00
20557,aviator,2026-07-26T00:52:24.192+00:00,1.26,"rgb(52, 180, 255)",floor,110.003,momento_rounds_aviator_1785027144192.json,file,2026-07-26T00:52:25.121+00:00
20558,aviator,2026-07-26T00:52:27.835+00:00,1.32,blue,floor,112.016,chain:120834f53aee,live-feed,2026-07-26T00:52:27.835+00:00
20559,aviator,2026-07-26T00:52:35.460+00:00,1.11,blue,dust,104.517,chain:298d834a6824,live-feed,2026-07-26T00:52:35.460+00:00
20560,aviator,2026-07-26T00:52:40.215+00:00,1.62,"rgb(52, 180, 255)",low,120.88,momento_rounds_aviator_1785027160215.json,file,2026-07-26T00:52:41.554+00:00
20561,aviator,2026-07-26T00:52:41.567+00:00,2.55,purple,base,140.515,chain:2b13a7637b68,live-feed,2026-07-26T00:52:41.567+00:00
20562,aviator,2026-07-26T00:52:40.216+00:00,1.62,"rgb(52, 180, 255)",low,120.88,momento_rounds_aviator_1785027160216.json,file,2026-07-26T00:52:42.150+00:00
20563,aviator,2026-07-26T00:52:49.133+00:00,1.53,blue,low,118.406,chain:2a8c2b62f0e5,live-feed,2026-07-26T00:52:49.133+00:00
20564,aviator,2026-07-26T00:52:54.410+00:00,1.14,blue,dust,105.671,chain:a265bd5f1b0a,live-feed,2026-07-26T00:52:54.410+00:00
20565,aviator,2026-07-26T00:53:01.061+00:00,2.27,purple,base,135.481,chain:2e8d47dd3600,live-feed,2026-07-26T00:53:01.061+00:00
20566,aviator,2026-07-26T00:53:04.367+00:00,3.49,"rgb(145, 62, 248)",mid,154.097,momento_rounds_aviator_1785027184367.json,file,2026-07-26T00:53:06.743+00:00
20567,aviator,2026-07-26T00:53:05.872+00:00,3.49,"rgb(145, 62, 248)",mid,154.097,momento_rounds_aviator_1785027185872.json,file,2026-07-26T00:53:07.620+00:00
20568,aviator,2026-07-26T00:53:08.813+00:00,2.15,purple,base,133.13,chain:e38e0105a223,live-feed,2026-07-26T00:53:08.813+00:00
20569,aviator,2026-07-26T00:53:13.891+00:00,1.41,blue,floor,114.871,chain:3274a7d67547,live-feed,2026-07-26T00:53:13.891+00:00
20570,aviator,2026-07-26T00:53:14.153+00:00,1.02,"rgb(52, 180, 255)",dust,100.857,momento_rounds_aviator_1785027194153.json,file,2026-07-26T00:53:16.271+00:00
20571,aviator,2026-07-26T00:53:14.155+00:00,1.02,"rgb(52, 180, 255)",dust,100.857,momento_rounds_aviator_1785027194155.json,file,2026-07-26T00:53:16.617+00:00
20572,aviator,2026-07-26T00:53:21.577+00:00,1.18,blue,dust,107.164,chain:1f9243ba9a0c,live-feed,2026-07-26T00:53:21.577+00:00
20573,aviator,2026-07-26T00:53:28.657+00:00,3.38,purple,mid,152.711,chain:7fd551824b68,live-feed,2026-07-26T00:53:28.657+00:00
20574,aviator,2026-07-26T00:53:36.015+00:00,67.64,pink,mega,282.394,chain:4055bc2b7a8e,live-feed,2026-07-26T00:53:36.015+00:00
20575,aviator,2026-07-26T00:53:41.613+00:00,2.36,purple,base,137.164,chain:82ed23052ae2,live-feed,2026-07-26T00:53:41.613+00:00
20576,aviator,2026-07-26T00:53:43.744+00:00,5.25,"rgb(145, 62, 248)",high,171.77,momento_rounds_aviator_1785027223744.json,file,2026-07-26T00:53:45.725+00:00
20577,aviator,2026-07-26T00:53:44.756+00:00,5.25,"rgb(145, 62, 248)",high,171.77,momento_rounds_aviator_1785027224756.json,file,2026-07-26T00:53:46.105+00:00
20578,aviator,2026-07-26T00:53:46.291+00:00,4.91,purple,mid,168.872,chain:7a35696b78cc,live-feed,2026-07-26T00:53:46.291+00:00
20579,aviator,2026-07-26T00:53:50.792+00:00,3.31,purple,mid,151.805,chain:783910842b77,live-feed,2026-07-26T00:53:50.792+00:00
20580,aviator,2026-07-26T00:53:56.758+00:00,3.9,purple,mid,158.904,chain:f8eadfa23f0e,live-feed,2026-07-26T00:53:56.758+00:00
20581,aviator,2026-07-26T00:54:02.934+00:00,2.06,"rgb(145, 62, 248)",base,131.279,momento_rounds_aviator_1785027242934.json,file,2026-07-26T00:54:04.798+00:00
20582,aviator,2026-07-26T00:54:03.946+00:00,2.06,"rgb(145, 62, 248)",base,131.279,momento_rounds_aviator_1785027243946.json,file,2026-07-26T00:54:05.265+00:00
20583,aviator,2026-07-26T00:54:05.277+00:00,1.29,blue,floor,111.021,chain:d1bf876bd113,live-feed,2026-07-26T00:54:05.277+00:00
20584,aviator,2026-07-26T00:54:12.596+00:00,3.32,purple,mid,151.935,chain:2fcd11794803,live-feed,2026-07-26T00:54:12.596+00:00
20585,aviator,2026-07-26T00:54:16.296+00:00,1.37,"rgb(52, 180, 255)",floor,113.625,momento_rounds_aviator_1785027256296.json,file,2026-07-26T00:54:17.905+00:00
20586,aviator,2026-07-26T00:54:16.297+00:00,1.37,"rgb(52, 180, 255)",floor,113.625,momento_rounds_aviator_1785027256297.json,file,2026-07-26T00:54:18.501+00:00
20587,aviator,2026-07-26T00:54:20.651+00:00,1.46,blue,floor,116.379,chain:abe6445ac64e,live-feed,2026-07-26T00:54:20.651+00:00
20588,aviator,2026-07-26T00:54:27.373+00:00,1.67,blue,low,122.195,chain:5f9dc46656cb,live-feed,2026-07-26T00:54:27.373+00:00
20589,aviator,2026-07-26T00:54:28.529+00:00,1.15,"rgb(52, 180, 255)",dust,106.049,momento_rounds_aviator_1785027268529.json,file,2026-07-26T00:54:31.061+00:00
20590,aviator,2026-07-26T00:54:28.531+00:00,1.15,"rgb(52, 180, 255)",dust,106.049,momento_rounds_aviator_1785027268531.json,file,2026-07-26T00:54:31.794+00:00
20591,aviator,2026-07-26T00:54:32.746+00:00,4.29,purple,mid,163.029,chain:40218757c5c1,live-feed,2026-07-26T00:54:32.746+00:00
20592,aviator,2026-07-26T00:54:40.989+00:00,1.0,blue,dust,100.0,chain:e9f6739767ed,live-feed,2026-07-26T00:54:40.989+00:00
20593,aviator,2026-07-26T00:54:49.109+00:00,2.65,purple,base,142.18,chain:ff5334c07737,live-feed,2026-07-26T00:54:49.109+00:00
20594,aviator,2026-07-26T00:54:49.634+00:00,2.51,"rgb(145, 62, 248)",base,139.831,momento_rounds_aviator_1785027289634.json,file,2026-07-26T00:54:50.641+00:00
20595,aviator,2026-07-26T00:54:49.636+00:00,2.51,"rgb(145, 62, 248)",base,139.831,momento_rounds_aviator_1785027289636.json,file,2026-07-26T00:54:51.467+00:00
20596,aviator,2026-07-26T00:54:57.155+00:00,8.18,purple,high,190.963,chain:fb2dc2b2dd99,live-feed,2026-07-26T00:54:57.155+00:00
20597,aviator,2026-07-26T00:55:03.933+00:00,1.35,"rgb(52, 180, 255)",floor,112.989,momento_rounds_aviator_1785027303950.json,file,2026-07-26T00:55:05.844+00:00
20598,aviator,2026-07-26T00:55:06.062+00:00,1.16,blue,dust,106.424,chain:b8917e72aa66,live-feed,2026-07-26T00:55:06.062+00:00
20599,aviator,2026-07-26T00:55:04.999+00:00,1.35,"rgb(52, 180, 255)",floor,112.989,momento_rounds_aviator_1785027305054.json,file,2026-07-26T00:55:07.039+00:00
20600,aviator,2026-07-26T00:55:12.320+00:00,4.64,purple,mid,166.424,chain:6fd5e52f74bc,live-feed,2026-07-26T00:55:12.320+00:00
20601,aviator,2026-07-26T00:55:18.344+00:00,2.69,purple,base,142.828,chain:e4be915f3868,live-feed,2026-07-26T00:55:18.345+00:00
20602,aviator,2026-07-26T00:55:23.637+00:00,1.76,blue,low,124.467,chain:fb76e0cdea5b,live-feed,2026-07-26T00:55:23.637+00:00
20603,aviator,2026-07-26T00:55:28.583+00:00,1.87,blue,low,127.091,chain:165b7b61317d,live-feed,2026-07-26T00:55:28.583+00:00
20604,aviator,2026-07-26T00:55:35.579+00:00,1.33,blue,floor,112.343,chain:b3bccb324ae8,live-feed,2026-07-26T00:55:35.579+00:00
20605,aviator,2026-07-26T00:55:33.678+00:00,4.7,"rgb(145, 62, 248)",mid,166.98,momento_rounds_aviator_1785027333680.json,file,2026-07-26T00:55:36.174+00:00
20606,aviator,2026-07-26T00:55:35.075+00:00,4.7,"rgb(145, 62, 248)",mid,166.98,momento_rounds_aviator_1785027335075.json,file,2026-07-26T00:55:37.130+00:00
20607,aviator,2026-07-26T00:55:43.950+00:00,1.0,blue,dust,100.0,chain:c3dac98961a7,live-feed,2026-07-26T00:55:43.950+00:00
20608,aviator,2026-07-26T00:55:48.588+00:00,1.6,"rgb(52, 180, 255)",low,120.342,momento_rounds_aviator_1785027348589.json,file,2026-07-26T00:55:49.940+00:00
20609,aviator,2026-07-26T00:55:48.590+00:00,1.6,"rgb(52, 180, 255)",low,120.342,momento_rounds_aviator_1785027348590.json,file,2026-07-26T00:55:50.765+00:00
20610,aviator,2026-07-26T00:55:51.812+00:00,1.0,blue,dust,100.0,chain:6ae50cf18219,live-feed,2026-07-26T00:55:51.812+00:00
20611,aviator,2026-07-26T00:55:58.034+00:00,3.94,purple,mid,159.346,chain:e9c449bf3679,live-feed,2026-07-26T00:55:58.034+00:00
20612,aviator,2026-07-26T00:56:04.911+00:00,1.25,blue,floor,109.658,chain:c8a216643b63,live-feed,2026-07-26T00:56:04.911+00:00
20613,aviator,2026-07-26T00:56:12.815+00:00,2.99,purple,base,147.404,chain:396fc429ebc2,live-feed,2026-07-26T00:56:12.815+00:00
20614,aviator,2026-07-26T00:56:13.307+00:00,3.13,"rgb(145, 62, 248)",mid,149.385,momento_rounds_aviator_1785027373307.json,file,2026-07-26T00:56:13.880+00:00
20615,aviator,2026-07-26T00:56:13.309+00:00,3.13,"rgb(145, 62, 248)",mid,149.385,momento_rounds_aviator_1785027373309.json,file,2026-07-26T00:56:14.599+00:00
20616,aviator,2026-07-26T00:56:20.307+00:00,4.48,purple,mid,164.905,chain:ab55646ad1a0,live-feed,2026-07-26T00:56:20.307+00:00
20617,aviator,2026-07-26T00:56:25.399+00:00,2.26,purple,base,135.29,chain:1d162701eb39,live-feed,2026-07-26T00:56:25.399+00:00
20618,aviator,2026-07-26T00:56:34.040+00:00,4.93,purple,mid,169.048,chain:68e955072dfd,live-feed,2026-07-26T00:56:34.040+00:00
20619,aviator,2026-07-26T00:56:41.097+00:00,4.58,"rgb(145, 62, 248)",mid,165.86,momento_rounds_aviator_1785027401097.json,file,2026-07-26T00:56:41.433+00:00
20620,aviator,2026-07-26T00:56:42.059+00:00,1.43,blue,floor,115.48,chain:a2e1e8fe416e,live-feed,2026-07-26T00:56:42.059+00:00
20621,aviator,2026-07-26T00:56:42.110+00:00,4.58,"rgb(145, 62, 248)",mid,165.86,momento_rounds_aviator_1785027402110.json,file,2026-07-26T00:56:44.231+00:00
20622,aviator,2026-07-26T00:56:50.557+00:00,1.71,blue,low,123.22,chain:e03f357107df,live-feed,2026-07-26T00:56:50.558+00:00
20623,aviator,2026-07-26T00:56:58.621+00:00,2.62,purple,base,141.687,chain:5fb619c8ad7f,live-feed,2026-07-26T00:56:58.621+00:00
20624,aviator,2026-07-26T00:57:00.073+00:00,2.12,"rgb(145, 62, 248)",base,132.522,momento_rounds_aviator_1785027420073.json,file,2026-07-26T00:57:01.117+00:00
20625,aviator,2026-07-26T00:57:00.075+00:00,2.12,"rgb(145, 62, 248)",base,132.522,momento_rounds_aviator_1785027420075.json,file,2026-07-26T00:57:02.025+00:00
20626,aviator,2026-07-26T00:57:05.569+00:00,1.68,blue,low,122.454,chain:84dbd21ca412,live-feed,2026-07-26T00:57:05.569+00:00
20627,aviator,2026-07-26T00:57:12.581+00:00,1.05,blue,dust,102.112,chain:7122841797da,live-feed,2026-07-26T00:57:12.581+00:00
20628,aviator,2026-07-26T00:57:14.479+00:00,1.48,"rgb(52, 180, 255)",floor,116.968,momento_rounds_aviator_1785027434479.json,file,2026-07-26T00:57:16.836+00:00
20629,aviator,2026-07-26T00:57:14.480+00:00,1.48,"rgb(52, 180, 255)",floor,116.968,momento_rounds_aviator_1785027434480.json,file,2026-07-26T00:57:17.798+00:00
20630,aviator,2026-07-26T00:57:18.604+00:00,1.72,blue,low,123.472,chain:0cbd0ca81ee6,live-feed,2026-07-26T00:57:18.604+00:00
20631,aviator,2026-07-26T00:57:27.998+00:00,25.95,pink,moonshot,240.93,chain:461ca261fb30,live-feed,2026-07-26T00:57:27.998+00:00
20632,aviator,2026-07-26T00:57:36.330+00:00,3.96,purple,mid,159.565,chain:5b76e7015a72,live-feed,2026-07-26T00:57:36.330+00:00
20633,aviator,2026-07-26T00:57:35.413+00:00,2.51,"rgb(145, 62, 248)",base,139.831,momento_rounds_aviator_1785027455413.json,file,2026-07-26T00:57:36.514+00:00
20634,aviator,2026-07-26T00:57:35.417+00:00,2.51,"rgb(145, 62, 248)",base,139.831,momento_rounds_aviator_1785027455417.json,file,2026-07-26T00:57:37.777+00:00
20635,aviator,2026-07-26T00:57:45.007+00:00,2.21,purple,base,134.321,chain:df5f824fa299,live-feed,2026-07-26T00:57:45.007+00:00
20636,aviator,2026-07-26T00:57:52.869+00:00,1.9,blue,low,127.78,chain:42e1537ca948,live-feed,2026-07-26T00:57:52.869+00:00
20637,aviator,2026-07-26T00:57:53.784+00:00,2.04,"rgb(145, 62, 248)",base,130.857,momento_rounds_aviator_1785027473784.json,file,2026-07-26T00:57:54.641+00:00
20638,aviator,2026-07-26T00:57:54.866+00:00,2.04,"rgb(145, 62, 248)",base,130.857,momento_rounds_aviator_1785027474866.json,file,2026-07-26T00:57:57.375+00:00
20639,aviator,2026-07-26T00:57:58.412+00:00,2.65,purple,base,142.18,chain:802853ebb771,live-feed,2026-07-26T00:57:58.412+00:00
20640,aviator,2026-07-26T00:58:03.033+00:00,29.7,pink,moonshot,246.772,chain:6a5185751808,live-feed,2026-07-26T00:58:03.033+00:00
20641,aviator,2026-07-26T00:58:11.041+00:00,1.25,blue,floor,109.658,chain:8e9d3ace5c12,live-feed,2026-07-26T00:58:11.042+00:00
20642,aviator,2026-07-26T00:58:19.646+00:00,4.49,purple,mid,165.001,chain:07d8b574f160,live-feed,2026-07-26T00:58:19.646+00:00
20643,aviator,2026-07-26T00:58:17.988+00:00,3.24,"rgb(145, 62, 248)",mid,150.88,momento_rounds_aviator_1785027497988.json,file,2026-07-26T00:58:19.969+00:00
20644,aviator,2026-07-26T00:58:17.989+00:00,3.24,"rgb(145, 62, 248)",mid,150.88,momento_rounds_aviator_1785027497989.json,file,2026-07-26T00:58:20.930+00:00
20645,aviator,2026-07-26T00:58:27.325+00:00,3.02,purple,mid,147.836,chain:3a11afe5dacb,live-feed,2026-07-26T00:58:27.325+00:00
20646,aviator,2026-07-26T00:58:32.469+00:00,1.03,blue,dust,101.279,chain:f808de9242bb,live-feed,2026-07-26T00:58:32.469+00:00
20647,aviator,2026-07-26T00:58:34.632+00:00,1.74,"rgb(52, 180, 255)",low,123.973,momento_rounds_aviator_1785027514632.json,file,2026-07-26T00:58:35.805+00:00
20648,aviator,2026-07-26T00:58:35.681+00:00,1.74,"rgb(52, 180, 255)",low,123.973,momento_rounds_aviator_1785027515681.json,file,2026-07-26T00:58:38.410+00:00
20649,aviator,2026-07-26T00:58:40.183+00:00,1.55,blue,low,118.968,chain:92242ac8e56e,live-feed,2026-07-26T00:58:40.183+00:00
20650,aviator,2026-07-26T00:58:47.398+00:00,3.72,purple,mid,156.859,chain:c6c89f885991,live-feed,2026-07-26T00:58:47.398+00:00
20651,aviator,2026-07-26T00:58:54.453+00:00,1.83,blue,low,126.155,chain:e40b5dea619e,live-feed,2026-07-26T00:58:54.453+00:00
20652,aviator,2026-07-26T00:59:00.204+00:00,6.61,purple,high,181.74,chain:2a647fce8820,live-feed,2026-07-26T00:59:00.204+00:00
20653,aviator,2026-07-26T00:59:07.849+00:00,6.37,purple,high,180.139,chain:2f87b89d5b73,live-feed,2026-07-26T00:59:07.849+00:00
20654,aviator,2026-07-26T00:59:15.497+00:00,2.54,purple,base,140.345,chain:b209401ec422,live-feed,2026-07-26T00:59:15.497+00:00
20655,aviator,2026-07-26T00:59:13.068+00:00,10.49,"rgb(192, 23, 180)",ignition,201.728,momento_rounds_aviator_1785027553068.json,file,2026-07-26T00:59:15.785+00:00
20656,aviator,2026-07-26T00:59:13.069+00:00,10.49,"rgb(192, 23, 180)",ignition,201.728,momento_rounds_aviator_1785027553069.json,file,2026-07-26T00:59:16.916+00:00
20657,aviator,2026-07-26T00:59:22.550+00:00,22.04,pink,moonshot,233.862,chain:4b891f642cb1,live-feed,2026-07-26T00:59:22.550+00:00
20658,aviator,2026-07-26T00:59:28.851+00:00,1.5,blue,low,117.549,chain:bd148821090c,live-feed,2026-07-26T00:59:28.851+00:00
20659,aviator,2026-07-26T00:59:36.946+00:00,3.62,purple,mid,155.68,chain:b26f28e837e2,live-feed,2026-07-26T00:59:36.946+00:00
20660,aviator,2026-07-26T00:59:39.783+00:00,3.94,"rgb(145, 62, 248)",mid,159.346,momento_rounds_aviator_1785027579783.json,file,2026-07-26T00:59:41.638+00:00
20661,aviator,2026-07-26T00:59:39.786+00:00,3.94,"rgb(145, 62, 248)",mid,159.346,momento_rounds_aviator_1785027579786.json,file,2026-07-26T00:59:42.913+00:00
20662,aviator,2026-07-26T00:59:42.984+00:00,1.24,blue,floor,109.31,chain:14d110f973c1,live-feed,2026-07-26T00:59:42.984+00:00
20663,aviator,2026-07-26T00:59:48.946+00:00,7.77,purple,high,188.737,chain:7df43e2ca3be,live-feed,2026-07-26T00:59:48.946+00:00
20664,aviator,2026-07-26T00:59:54.712+00:00,3.73,purple,mid,156.975,chain:8b03fe7df163,live-feed,2026-07-26T00:59:54.712+00:00
20665,aviator,2026-07-26T00:59:54.053+00:00,1.42,"rgb(52, 180, 255)",floor,115.177,momento_rounds_aviator_1785027594053.json,file,2026-07-26T00:59:56.157+00:00
20666,aviator,2026-07-26T00:59:54.054+00:00,1.42,"rgb(52, 180, 255)",floor,115.177,momento_rounds_aviator_1785027594054.json,file,2026-07-26T00:59:56.607+00:00
20667,aviator,2026-07-26T01:00:00.339+00:00,2.18,purple,base,133.73,chain:509dec859cef,live-feed,2026-07-26T01:00:00.340+00:00
20668,aviator,2026-07-26T01:00:05.842+00:00,12.08,pink,ignition,207.836,chain:ae522c04e4a3,live-feed,2026-07-26T01:00:05.842+00:00
20669,aviator,2026-07-26T01:00:10.541+00:00,3.28,purple,mid,151.411,chain:e389791f49dc,live-feed,2026-07-26T01:00:10.541+00:00
20670,aviator,2026-07-26T01:00:17.445+00:00,1.29,blue,floor,111.021,chain:682897e6fe6e,live-feed,2026-07-26T01:00:17.445+00:00
20671,aviator,2026-07-26T01:00:20.640+00:00,3.75,"rgb(145, 62, 248)",mid,157.207,momento_rounds_aviator_1785027620640.json,file,2026-07-26T01:00:23.164+00:00
20672,aviator,2026-07-26T01:00:21.750+00:00,3.75,"rgb(145, 62, 248)",mid,157.207,momento_rounds_aviator_1785027621751.json,file,2026-07-26T01:00:24.102+00:00
20673,aviator,2026-07-26T01:00:25.844+00:00,2.64,purple,base,142.016,chain:0cc0ef298d14,live-feed,2026-07-26T01:00:25.844+00:00
20674,aviator,2026-07-26T01:00:32.631+00:00,1.07,blue,dust,102.928,chain:7d38d4e2aa3f,live-feed,2026-07-26T01:00:32.631+00:00
20675,aviator,2026-07-26T01:00:38.533+00:00,1.27,blue,floor,110.345,chain:0611ae5dcd04,live-feed,2026-07-26T01:00:38.533+00:00
20676,aviator,2026-07-26T01:00:43.632+00:00,1.48,blue,floor,116.968,chain:2bbb38fc16b8,live-feed,2026-07-26T01:00:43.632+00:00
20677,aviator,2026-07-26T01:00:44.046+00:00,3.02,"rgb(145, 62, 248)",mid,147.836,momento_rounds_aviator_1785027644046.json,file,2026-07-26T01:00:44.844+00:00
20678,aviator,2026-07-26T01:00:44.049+00:00,3.02,"rgb(145, 62, 248)",mid,147.836,momento_rounds_aviator_1785027644049.json,file,2026-07-26T01:00:45.209+00:00
20679,aviator,2026-07-26T01:00:49.144+00:00,1.08,blue,dust,103.331,chain:fede4ffc0bfa,live-feed,2026-07-26T01:00:49.144+00:00
20680,aviator,2026-07-26T01:00:57.758+00:00,3.37,purple,mid,152.582,chain:687a4ea30fea,live-feed,2026-07-26T01:00:57.758+00:00
20681,aviator,2026-07-26T01:00:59.306+00:00,1.49,"rgb(52, 180, 255)",floor,117.259,momento_rounds_aviator_1785027659306.json,file,2026-07-26T01:00:59.720+00:00
20682,aviator,2026-07-26T01:00:59.308+00:00,1.49,"rgb(52, 180, 255)",floor,117.259,momento_rounds_aviator_1785027659308.json,file,2026-07-26T01:01:00.067+00:00
20683,aviator,2026-07-26T01:01:03.720+00:00,1.92,blue,low,128.233,chain:98832906c342,live-feed,2026-07-26T01:01:03.720+00:00
20684,aviator,2026-07-26T01:01:08.903+00:00,1.04,blue,dust,101.698,chain:aa985032bfb6,live-feed,2026-07-26T01:01:08.903+00:00
20685,aviator,2026-07-26T01:01:12.824+00:00,1.35,"rgb(52, 180, 255)",floor,112.989,momento_rounds_aviator_1785027672824.json,file,2026-07-26T01:01:14.633+00:00
20686,aviator,2026-07-26T01:01:12.826+00:00,1.35,"rgb(52, 180, 255)",floor,112.989,momento_rounds_aviator_1785027672826.json,file,2026-07-26T01:01:15.461+00:00
20687,aviator,2026-07-26T01:01:15.689+00:00,15.82,pink,ignition,219.51,chain:a2b15fa8f3ca,live-feed,2026-07-26T01:01:15.689+00:00
20688,aviator,2026-07-26T01:01:21.856+00:00,3.17,purple,mid,149.934,chain:4e7a27d6e459,live-feed,2026-07-26T01:01:21.856+00:00
20689,aviator,2026-07-26T01:01:27.113+00:00,1.9,blue,low,127.78,chain:b8f6563ff103,live-feed,2026-07-26T01:01:27.113+00:00
20690,aviator,2026-07-26T01:01:29.042+00:00,1.84,"rgb(52, 180, 255)",low,126.391,momento_rounds_aviator_1785027689042.json,file,2026-07-26T01:01:29.907+00:00
20691,aviator,2026-07-26T01:01:29.044+00:00,1.84,"rgb(52, 180, 255)",low,126.391,momento_rounds_aviator_1785027689044.json,file,2026-07-26T01:01:31.683+00:00
20692,aviator,2026-07-26T01:01:33.741+00:00,1.42,blue,floor,115.177,chain:9e63972a6569,live-feed,2026-07-26T01:01:33.741+00:00
20693,aviator,2026-07-26T01:01:40.327+00:00,1.23,blue,floor,108.96,chain:f94bef7c72b0,live-feed,2026-07-26T01:01:40.327+00:00
20694,aviator,2026-07-26T01:01:42.258+00:00,1.24,"rgb(52, 180, 255)",floor,109.31,momento_rounds_aviator_1785027702258.json,file,2026-07-26T01:01:44.351+00:00
20695,aviator,2026-07-26T01:01:42.260+00:00,1.24,"rgb(52, 180, 255)",floor,109.31,momento_rounds_aviator_1785027702260.json,file,2026-07-26T01:01:45.470+00:00
20696,aviator,2026-07-26T01:01:46.273+00:00,8.51,purple,high,192.675,chain:255a73eca7ee,live-feed,2026-07-26T01:01:46.274+00:00
20697,aviator,2026-07-26T01:01:52.585+00:00,1.57,blue,low,119.523,chain:e2cb44cbecb7,live-feed,2026-07-26T01:01:52.585+00:00
20698,aviator,2026-07-26T01:01:54.997+00:00,1.39,"rgb(52, 180, 255)",floor,114.253,momento_rounds_aviator_1785027714997.json,file,2026-07-26T01:01:56.356+00:00
20699,aviator,2026-07-26T01:01:54.998+00:00,1.39,"rgb(52, 180, 255)",floor,114.253,momento_rounds_aviator_1785027714999.json,file,2026-07-26T01:01:57.096+00:00
20700,aviator,2026-07-26T01:01:59.610+00:00,1.05,blue,dust,102.112,chain:892fa3a80c8d,live-feed,2026-07-26T01:01:59.610+00:00
20701,aviator,2026-07-26T01:02:07.842+00:00,1.31,blue,floor,111.687,chain:912a4e68763b,live-feed,2026-07-26T01:02:07.842+00:00
20702,aviator,2026-07-26T01:02:15.046+00:00,4.03,purple,mid,160.323,chain:0948fe8ebe0d,live-feed,2026-07-26T01:02:15.046+00:00
20703,aviator,2026-07-26T01:02:15.964+00:00,2.47,"rgb(145, 62, 248)",base,139.135,momento_rounds_aviator_1785027735964.json,file,2026-07-26T01:02:17.920+00:00
20704,aviator,2026-07-26T01:02:15.966+00:00,2.47,"rgb(145, 62, 248)",base,139.135,momento_rounds_aviator_1785027735966.json,file,2026-07-26T01:02:18.575+00:00
20705,aviator,2026-07-26T01:02:23.605+00:00,1.15,blue,dust,106.049,chain:b31b2c14388a,live-feed,2026-07-26T01:02:23.605+00:00
20706,aviator,2026-07-26T01:02:30.845+00:00,2.23,purple,base,134.711,chain:ef21a85cdeda,live-feed,2026-07-26T01:02:30.845+00:00
20707,aviator,2026-07-26T01:02:38.732+00:00,3.22,"rgb(145, 62, 248)",mid,150.612,momento_rounds_aviator_1785027758732.json,file,2026-07-26T01:02:39.636+00:00
20708,aviator,2026-07-26T01:02:40.083+00:00,5.3,purple,high,172.18,chain:f9406f117f74,live-feed,2026-07-26T01:02:40.083+00:00
20709,aviator,2026-07-26T01:02:39.750+00:00,3.22,"rgb(145, 62, 248)",mid,150.612,momento_rounds_aviator_1785027759750.json,file,2026-07-26T01:02:41.991+00:00
20710,aviator,2026-07-26T01:02:44.484+00:00,2.81,purple,base,144.717,chain:8c82603e9613,live-feed,2026-07-26T01:02:44.484+00:00
20711,aviator,2026-07-26T01:02:50.457+00:00,7.81,purple,high,188.96,chain:c16e8b0290bd,live-feed,2026-07-26T01:02:50.457+00:00
20712,aviator,2026-07-26T01:02:56.764+00:00,67.62,pink,mega,282.381,chain:e50abb8e7e14,live-feed,2026-07-26T01:02:56.764+00:00
20713,aviator,2026-07-26T01:03:01.852+00:00,1.0,blue,dust,100.0,chain:668a732a6c98,live-feed,2026-07-26T01:03:01.852+00:00
20714,aviator,2026-07-26T01:03:08.299+00:00,1.01,blue,dust,100.431,chain:5f281e7c0f9d,live-feed,2026-07-26T01:03:08.299+00:00
20715,aviator,2026-07-26T01:03:15.939+00:00,1.74,blue,low,123.973,chain:7fca107e2b1d,live-feed,2026-07-26T01:03:15.939+00:00
20716,aviator,2026-07-26T01:03:15.414+00:00,8.9,"rgb(145, 62, 248)",high,194.614,momento_rounds_aviator_1785027795414.json,file,2026-07-26T01:03:16.397+00:00
20717,aviator,2026-07-26T01:03:15.417+00:00,8.9,"rgb(145, 62, 248)",high,194.614,momento_rounds_aviator_1785027795417.json,file,2026-07-26T01:03:16.751+00:00
20718,aviator,2026-07-26T01:03:21.180+00:00,1.42,blue,floor,115.177,chain:fc314714e018,live-feed,2026-07-26T01:03:21.180+00:00
20719,aviator,2026-07-26T01:03:28.886+00:00,1.92,blue,low,128.233,chain:6f627fd8754a,live-feed,2026-07-26T01:03:28.886+00:00
20720,aviator,2026-07-26T01:03:33.686+00:00,1.89,blue,low,127.552,chain:1054855ace2f,live-feed,2026-07-26T01:03:33.686+00:00
20721,aviator,2026-07-26T01:03:35.951+00:00,2.38,"rgb(145, 62, 248)",base,137.529,momento_rounds_aviator_1785027815951.json,file,2026-07-26T01:03:37.320+00:00
20722,aviator,2026-07-26T01:03:36.958+00:00,2.38,"rgb(145, 62, 248)",base,137.529,momento_rounds_aviator_1785027816958.json,file,2026-07-26T01:03:38.141+00:00
